time, fxLeft, fyLeft, fzLeft, fxRight, fyRight, fzRight
0.001, 91.0884, -15.6928, 258.292, -91.0884, 29.102, 576.214
0.002, 103.835, -21.8347, 299.168, -98.8883, 22.4208, 607.752
0.003, 0.999996, 6.93202e-310, 0.989683, -142.094, 48.2599, 890.617
0.004, 0.999994, 6.93202e-310, 0.989695, -139.815, 49.2875, 891.685
0.005, 0.999992, 6.93202e-310, 0.989709, -140.942, 50.3411, 894.465
0.006, 0.999989, 6.93202e-310, 0.989722, -140.346, 48.8324, 894.707
0.007, 0.999986, 6.93202e-310, 0.989737, -139.744, 50.7243, 896.658
0.008, 0.999983, 6.93202e-310, 0.989753, -139.116, 50.0699, 898.62
0.009, 0.999979, 6.93202e-310, 0.989769, -139.32, 50.2548, 899.738
0.01, 0.999975, 6.93202e-310, 0.989786, -137.794, 50.4267, 900.867
0.011, 0.99997, 6.93202e-310, 0.989804, -137.953, 49.7561, 902.858
0.012, 0.999965, 6.93202e-310, 0.989822, -137.221, 51.6196, 903.152
0.013, 0.99996, 6.93202e-310, 0.989842, -136.469, 50.9279, 905.157
0.014, 0.999955, 6.93202e-310, 0.989861, -135.673, 50.2251, 905.471
0.015, 0.999949, 6.93202e-310, 0.989882, -135.697, 51.2164, 907.492
0.016, 0.999943, 6.93202e-310, 0.989903, -134.83, 51.3481, 908.671
0.017, 0.999937, 6.93202e-310, 0.989925, -133.92, 50.623, 908.156
0.018, 0.99993, 6.93202e-310, 0.989948, -133.824, 51.5946, 910.202
0.019, 0.999923, 6.93202e-310, 0.989971, -132.823, 51.7059, 910.554
0.02, 0.999916, 6.93202e-310, 0.989994, -131.78, 50.969, 911.762
0.021, 0.999908, 6.93202e-310, 0.990018, -131.535, 51.0627, 911.278
0.022, 0.9999, 6.93202e-310, 0.990043, -130.386, 52.0147, 913.353
0.023, 0.999892, 6.93202e-310, 0.990069, -129.181, 51.2537, 912.879
0.024, 0.999884, 6.93202e-310, 0.990094, -130.473, 51.3432, 913.267
0.025, 0.999876, 6.93202e-310, 0.990121, -127.454, 51.4168, 914.509
0.026, 0.999867, 6.93202e-310, 0.990147, -127.775, 51.4948, 914.055
0.027, 0.999858, 6.93202e-310, 0.990175, -126.336, 51.5683, 913.608
0.028, 0.999849, 6.93202e-310, 0.990202, -126.526, 50.7782, 915.715
0.029, 0.99984, 6.93202e-310, 0.990231, -124.962, 52.5401, 914.424
0.03, 0.999831, 6.93202e-310, 0.990259, -124.172, 50.8918, 913.985
0.031, 0.999821, 6.93202e-310, 0.990288, -124.169, 50.9408, 915.25
0.032, 0.999812, 6.93202e-310, 0.990317, -121.545, 51.8324, 913.967
0.033, 0.999802, 6.93202e-310, 0.990347, -122.253, 51.025, 914.382
0.034, 0.999792, 6.93202e-310, 0.990377, -121.189, 51.0536, 913.095
0.035, 0.999782, 6.93202e-310, 0.990407, -120.051, 51.9338, 913.51
0.036, 0.999772, 6.93202e-310, 0.990438, -118.85, 50.2545, 913.072
0.037, 0.999762, 6.93202e-310, 0.990469, -118.412, 51.1272, 911.776
0.038, 0.999752, 6.93202e-310, 0.9905, -117.919, 51.996, 911.329
0.039, 0.999742, 6.93202e-310, 0.990532, -115.637, 49.4545, 910.874
0.04, 0.999732, 6.93202e-310, 0.990564, -116.691, 52.0188, 910.412
0.041, 0.999722, 6.93202e-310, 0.990596, -114.267, 49.4768, 909.094
0.042, 0.999712, 6.93202e-310, 0.990628, -113.475, 52.0336, 907.764
0.043, 0.999702, 6.93202e-310, 0.99066, -113.454, 49.4871, 906.426
0.044, 0.999691, 6.93202e-310, 0.990693, -111.659, 51.1951, 905.93
0.045, 0.999681, 6.93202e-310, 0.990725, -111.495, 49.4991, 905.418
0.046, 0.999671, 6.93202e-310, 0.990758, -110.402, 51.2097, 902.348
0.047, 0.999661, 6.93202e-310, 0.990792, -108.382, 50.3591, 901.814
0.048, 0.999651, 6.93202e-310, 0.990825, -109.705, 49.52, 901.267
0.049, 0.999642, 6.93202e-310, 0.990858, -106.685, 50.3811, 898.159
0.05, 0.999632, 6.93202e-310, 0.990892, -107.004, 49.5446, 896.735
0.051, 0.999622, 6.93202e-310, 0.990925, -104.698, 49.5637, 896.148
0.052, 0.999613, 6.93202e-310, 0.990959, -105.719, 50.4321, 893.848
0.053, 0.999603, 6.93202e-310, 0.990993, -103.27, 49.6069, 891.532
0.054, 0.999594, 6.93202e-310, 0.991026, -102.448, 49.6418, 890.052
0.055, 0.999585, 6.93202e-310, 0.99106, -102.409, 48.8281, 887.708
0.056, 0.999576, 6.93202e-310, 0.991094, -101.449, 49.7239, 886.199
0.057, 0.999567, 6.93202e-310, 0.991128, -98.7184, 49.7798, 882.971
0.058, 0.999559, 6.93202e-310, 0.991162, -100.177, 48.987, 882.283
0.059, 0.99955, 6.93202e-310, 0.991196, -98.1617, 49.064, 879.025
0.06, 0.999542, 6.93202e-310, 0.991231, -96.9387, 48.296, 877.456
0.061, 0.999534, 6.93202e-310, 0.991265, -96.4949, 50.0891, 874.163
0.062, 0.999526, 6.93202e-310, 0.991299, -95.1466, 47.6467, 871.71
0.063, 0.999518, 6.93202e-310, 0.991333, -94.583, 49.4683, 870.089
0.064, 0.99951, 6.93202e-310, 0.991367, -93.1084, 48.7487, 866.748
0.065, 0.999503, 6.93202e-310, 0.991401, -93.2785, 48.9005, 864.241
0.066, 0.999496, 6.93202e-310, 0.991435, -91.6916, 48.2115, 861.715
0.067, 0.999489, 6.93202e-310, 0.99147, -90.0532, 48.3865, 859.169
0.068, 0.999483, 6.93202e-310, 0.991504, -90.058, 48.5838, 855.757
0.069, 0.999476, 6.93202e-310, 0.991538, -89.1662, 47.9417, 853.172
0.07, 0.99947, 6.93202e-310, 0.991572, -88.2175, 49.0216, 851.419
0.071, 0.999464, 6.93202e-310, 0.991606, -86.3847, 47.5646, 847.095
0.072, 0.999458, 6.93202e-310, 0.99164, -87.0436, 48.6782, 844.449
0.073, 0.999453, 6.93202e-310, 0.991674, -85.1162, 48.1069, 841.784
0.074, 0.999447, 6.93202e-310, 0.991708, -83.9973, 47.5574, 838.248
0.075, 0.999442, 6.93202e-310, 0.991742, -82.8386, 48.7252, 835.541
0.076, 0.999437, 6.93202e-310, 0.991776, -83.3397, 47.3588, 832.813
0.077, 0.999433, 6.93202e-310, 0.99181, -82.1139, 48.5738, 829.215
0.078, 0.999428, 6.93202e-310, 0.991844, -79.9916, 47.2476, 826.446
0.079, 0.999424, 6.93202e-310, 0.991877, -79.5524, 48.5006, 822.81
0.08, 0.99942, 6.93202e-310, 0.991911, -79.9235, 47.22, 820.004
0.081, 0.999416, 6.93202e-310, 0.991945, -77.7212, 48.5184, 815.478
0.082, 0.999413, 6.93202e-310, 0.991979, -77.1948, 46.4315, 814.336
0.083, 0.999409, 6.93202e-310, 0.992012, -75.7905, 48.6236, 809.776
0.084, 0.999406, 6.93202e-310, 0.992046, -76.0759, 47.4458, 806.901
0.085, 0.999403, 6.93202e-310, 0.99208, -74.6279, 47.9795, 804.01
0.086, 0.999401, 6.93202e-310, 0.992114, -73.1712, 46.8477, 799.402
0.087, 0.999398, 6.93202e-310, 0.992147, -73.4001, 47.4412, 797.335
0.088, 0.999396, 6.93202e-310, 0.992181, -71.909, 47.2133, 793.552
0.089, 0.999394, 6.93202e-310, 0.992215, -70.4146, 47.8595, 789.755
0.09, 0.999392, 6.93202e-310, 0.992248, -70.6055, 47.6848, 786.803
0.091, 0.99939, 6.93202e-310, 0.992282, -69.9445, 46.6884, 784.684
0.092, 0.999388, 6.93202e-310, 0.992316, -68.428, 46.5675, 779.158
0.093, 0.999387, 6.93202e-310, 0.992349, -66.9076, 47.3299, 777.021
0.094, 0.999386, 6.93202e-310, 0.992383, -67.9414, 47.2698, 774.026
0.095, 0.999385, 6.93202e-310, 0.992417, -65.577, 47.2365, 769.321
0.096, 0.999384, 6.93202e-310, 0.992451, -64.9196, 46.3788, 768.011
0.097, 0.999383, 6.93202e-310, 0.992484, -64.2751, 46.3987, 762.435
0.098, 0.999382, 6.93202e-310, 0.992518, -63.638, 47.2932, 761.108
0.099, 0.999382, 6.93202e-310, 0.992552, -63.0224, 45.671, 756.369
0.1, 0.999381, 6.93202e-310, 0.992586, -61.5661, 46.6157, 754.173
0.101, 0.999381, 6.93202e-310, 0.99262, -60.9895, 46.7365, 750.27
0.102, 0.99938, 6.93202e-310, 0.992654, -60.4308, 45.1827, 746.358
0.103, 0.99938, 6.93202e-310, 0.992688, -59.0446, 46.201, 744.991
0.104, 0.99938, 6.93202e-310, 0.992723, -59.3922, 46.3965, 740.216
0.105, 0.99938, 6.93202e-310, 0.992757, -57.2117, 44.9055, 737.139
0.106, 0.99938, 6.93202e-310, 0.992791, -56.7656, 45.9945, 734.906
0.107, 0.999381, 6.93202e-310, 0.992826, -56.3526, 45.4031, 730.968
0.108, 0.999381, 6.93202e-310, 0.99286, -55.1156, 44.8302, 727.881
0.109, 0.999381, 6.93202e-310, 0.992895, -54.774, 45.1322, 725.639
0.11, 0.999382, 6.93202e-310, 0.99293, -54.4577, 44.6011, 720.85
0.111, 0.999382, 6.93202e-310, 0.992965, -52.4802, 44.9427, 719.46
0.112, 0.999382, 6.93202e-310, 0.993, -52.2463, 43.6031, 716.375
0.113, 0.999383, 6.93202e-310, 0.993035, -51.1949, 44.8353, 712.44
0.114, 0.999383, 6.93202e-310, 0.99307, -51.04, 43.5295, 709.362
0.115, 0.999384, 6.93202e-310, 0.993105, -50.0694, 43.9503, 707.989
0.116, 0.999385, 6.93202e-310, 0.993141, -49.1461, 43.5318, 703.221
0.117, 0.999385, 6.93202e-310, 0.993177, -48.2698, 43.1291, 702.713
0.118, 0.999386, 6.93202e-310, 0.993212, -47.4284, 42.7456, 697.11
0.119, 0.999386, 6.93202e-310, 0.993248, -47.4928, 43.2202, 696.621
0.12, 0.999387, 6.93202e-310, 0.993285, -45.9022, 42.0127, 692.736
0.121, 0.999387, 6.93202e-310, 0.993321, -46.0583, 42.5179, 690.566
0.122, 0.999388, 6.93202e-310, 0.993357, -43.7128, 41.3325, 687.554
0.123, 0.999388, 6.93202e-310, 0.993394, -44.823, 42.7044, 685.407
0.124, 0.999388, 6.93202e-310, 0.993431, -42.5789, 40.6935, 682.42
0.125, 0.999389, 6.93202e-310, 0.993468, -42.9407, 41.2304, 680.297
0.126, 0.999389, 6.93202e-310, 0.993505, -41.6476, 40.9354, 678.186
0.127, 0.999389, 6.93202e-310, 0.993542, -42.1161, 40.6439, 674.388
0.128, 0.999389, 6.93202e-310, 0.99358, -39.2271, 40.3552, 673.154
0.129, 0.999389, 6.93202e-310, 0.993618, -40.6533, 39.2266, 670.234
0.13, 0.999389, 6.93202e-310, 0.993656, -38.7216, 40.6527, 668.181
0.131, 0.999389, 6.93202e-310, 0.993694, -38.5461, 39.5356, 665.288
0.132, 0.999389, 6.93202e-310, 0.993732, -37.572, 38.4134, 664.964
0.133, 0.999389, 6.93202e-310, 0.993771, -37.501, 39.0063, 660.404
0.134, 0.999389, 6.93202e-310, 0.99381, -35.7831, 38.7493, 660.111
0.135, 0.999388, 6.93202e-310, 0.993849, -36.6592, 38.4905, 657.286
0.136, 0.999388, 6.93202e-310, 0.993888, -34.1921, 37.3889, 655.327
0.137, 0.999387, 6.93202e-310, 0.993928, -35.171, 37.9872, 652.537
0.138, 0.999387, 6.93202e-310, 0.993967, -33.6463, 36.8928, 652.317
0.139, 0.999386, 6.93202e-310, 0.994007, -33.8733, 37.4938, 648.718
0.14, 0.999385, 6.93202e-310, 0.994047, -31.5873, 36.3979, 648.538
0.141, 0.999384, 6.93202e-310, 0.994087, -32.7613, 37.005, 644.982
0.142, 0.999383, 6.93202e-310, 0.994128, -31.4126, 35.9092, 643.996
0.143, 0.999382, 6.93202e-310, 0.994169, -30.9711, 36.518, 642.186
0.144, 0.99938, 6.93202e-310, 0.994209, -29.7141, 34.5702, 641.249
0.145, 0.999379, 6.93202e-310, 0.994251, -30.1995, 36.024, 637.787
0.146, 0.999377, 6.93202e-310, 0.994292, -29.028, 34.9196, 638.601
0.147, 0.999376, 6.93202e-310, 0.994333, -28.7444, 35.523, 634.338
0.148, 0.999374, 6.93202e-310, 0.994375, -27.6514, 33.5614, 635.205
0.149, 0.999372, 6.93202e-310, 0.994417, -27.4467, 34.9959, 632.698
0.15, 0.99937, 6.93202e-310, 0.994459, -27.2801, 33.8779, 630.217
0.151, 0.999367, 6.93202e-310, 0.994502, -25.4426, 33.5973, 631.167
0.152, 0.999365, 6.93202e-310, 0.994544, -26.2025, 33.3148, 627.893
0.153, 0.999363, 6.93202e-310, 0.994587, -26.135, 33.8734, 626.349
0.154, 0.99936, 6.93202e-310, 0.99463, -23.5526, 32.7136, 626.535
0.155, 0.999357, 6.93202e-310, 0.994673, -25.2507, 32.4063, 624.203
0.156, 0.999354, 6.93202e-310, 0.994716, -22.7298, 32.9329, 623.601
0.157, 0.999351, 6.93202e-310, 0.99476, -24.4837, 32.6035, 622.183
0.158, 0.999348, 6.93202e-310, 0.994803, -22.008, 32.2612, 620.794
0.159, 0.999345, 6.93202e-310, 0.994847, -22.1059, 31.0559, 620.291
0.16, 0.999342, 6.93202e-310, 0.994891, -21.3837, 32.4017, 618.121
0.161, 0.999338, 6.93202e-310, 0.994935, -21.5182, 32.0262, 617.687
0.162, 0.999334, 6.93202e-310, 0.994979, -20.8271, 30.7934, 617.288
0.163, 0.999331, 6.93202e-310, 0.995024, -20.9944, 31.2547, 615.222
0.164, 0.999327, 6.93202e-310, 0.995068, -18.6312, 30.8502, 614.895
0.165, 0.999323, 6.93202e-310, 0.995113, -19.6775, 30.4354, 614.605
0.166, 0.999319, 6.93202e-310, 0.995158, -19.0321, 30.8635, 611.799
0.167, 0.999314, 6.93202e-310, 0.995203, -18.3937, 30.4276, 613.284
0.168, 0.99931, 6.93202e-310, 0.995248, -17.7713, 30.8298, 610.553
0.169, 0.999305, 6.93202e-310, 0.995293, -17.1435, 29.5182, 610.41
0.17, 0.999301, 6.93202e-310, 0.995338, -17.3775, 29.8995, 610.31
0.171, 0.999296, 6.93202e-310, 0.995383, -16.7607, 30.2633, 609.393
0.172, 0.999291, 6.93202e-310, 0.995429, -15.2982, 28.9119, 608.517
0.173, 0.999287, 6.93202e-310, 0.995474, -16.3833, 30.1025, 606.832
0.174, 0.999282, 6.93202e-310, 0.99552, -14.0705, 29.5759, 608.585
0.175, 0.999277, 6.93202e-310, 0.995565, -16.0056, 29.03, 605.276
0.176, 0.999271, 6.93202e-310, 0.995611, -12.8322, 29.3272, 607.114
0.177, 0.999266, 6.93202e-310, 0.995656, -14.7593, 28.7531, 605.588
0.178, 0.999261, 6.93202e-310, 0.995702, -12.4273, 28.162, 604.954
0.179, 0.999256, 6.93202e-310, 0.995748, -13.4868, 30.1062, 604.365
0.18, 0.99925, 6.93202e-310, 0.995794, -11.9916, 27.7822, 604.668
0.181, 0.999245, 6.93202e-310, 0.995839, -12.1822, 28.8457, 603.312
0.182, 0.999239, 6.93202e-310, 0.995885, -11.5102, 28.182, 604.556
0.183, 0.999234, 6.93202e-310, 0.995931, -11.6797, 28.3564, 602.437
0.184, 0.999228, 6.93202e-310, 0.995977, -9.28006, 28.5103, 603.768
0.185, 0.999223, 6.93202e-310, 0.996022, -11.1193, 27.794, 602.59
0.186, 0.999217, 6.93202e-310, 0.996068, -9.53553, 27.9159, 602.31
0.187, 0.999212, 6.93202e-310, 0.996114, -8.79367, 28.0052, 602.925
0.188, 0.999206, 6.93202e-310, 0.996159, -8.87093, 28.0943, 601.884
0.189, 0.999201, 6.93202e-310, 0.996205, -8.08682, 27.2906, 602.589
0.19, 0.999195, 6.93202e-310, 0.99625, -8.12901, 27.3366, 602.492
0.191, 0.99919, 6.93202e-310, 0.996296, -7.3018, 28.1982, 601.586
0.192, 0.999184, 6.93202e-310, 0.996341, -7.29376, 27.3493, 603.28
0.193, 0.999179, 6.93202e-310, 0.996386, -6.42393, 27.3205, 601.612
0.194, 0.999173, 6.93202e-310, 0.996431, -5.5245, 26.4299, 602.544
0.195, 0.999168, 6.93202e-310, 0.996476, -5.44871, 28.0712, 602.667
0.196, 0.999163, 6.93202e-310, 0.996521, -5.35575, 27.1318, 602.832
0.197, 0.999158, 6.93202e-310, 0.996566, -5.2373, 27.0268, 603.041
0.198, 0.999152, 6.93202e-310, 0.99661, -3.3905, 26.9046, 603.29
0.199, 0.999148, 6.93202e-310, 0.996655, -4.07435, 26.7625, 603.579
0.2, 0.999143, 6.93202e-310, 0.996699, -3.03213, 26.5866, 603.908
0.201, 0.999138, 6.93202e-310, 0.996743, -3.67232, 26.4044, 605.126
0.202, 0.999133, 6.93202e-310, 0.996787, -0.880681, 27.0443, 603.83
0.203, 0.999129, 6.93202e-310, 0.996831, -3.17239, 26.8114, 605.971
0.204, 0.999125, 6.93202e-310, 0.996875, -0.343934, 25.7042, 605.596
0.205, 0.999121, 6.93202e-310, 0.996918, -0.885047, 26.2831, 606.108
0.206, 0.999117, 6.93202e-310, 0.996961, -1.41553, 26.8348, 607.503
0.207, 0.999113, 6.93202e-310, 0.997004, 1.48203, 25.6657, 607.23
0.208, 0.999109, 6.93202e-310, 0.997047, -0.702743, 26.1667, 608.688
0.209, 0.999106, 6.93202e-310, 0.997089, 2.23107, 25.8104, 608.476
0.21, 0.999103, 6.93202e-310, 0.997131, 0.933652, 26.2668, 609.994
0.211, 0.9991, 6.93202e-310, 0.997173, 2.20837, 25.0108, 610.69
0.212, 0.999098, 6.93202e-310, 0.997215, 2.64609, 25.4234, 611.409
0.213, 0.999095, 6.93202e-310, 0.997257, 2.24869, 25.8266, 613.004
0.214, 0.999093, 6.93202e-310, 0.997298, 4.42328, 25.3494, 612.922
0.215, 0.999091, 6.93202e-310, 0.997339, 4.05518, 25.6962, 614.557
0.216, 0.99909, 6.93202e-310, 0.997379, 4.55694, 24.3306, 614.513
0.217, 0.999088, 6.93202e-310, 0.99742, 5.06672, 25.4911, 617.034
0.218, 0.999088, 6.93202e-310, 0.99746, 5.58854, 24.9249, 617.866
0.219, 0.999087, 6.93202e-310, 0.997499, 5.27471, 24.3426, 618.71
0.22, 0.999087, 6.93202e-310, 0.997539, 7.51564, 24.5928, 619.561
0.221, 0.999087, 6.93202e-310, 0.997578, 7.21773, 24.8146, 621.265
0.222, 0.999087, 6.93202e-310, 0.997617, 7.77964, 24.1703, 622.974
0.223, 0.999087, 6.93202e-310, 0.997655, 7.49222, 24.3467, 622.979
0.224, 0.999088, 6.93202e-310, 0.997693, 9.77016, 23.6635, 626.382
0.225, 0.99909, 6.93202e-310, 0.997731, 8.64196, 24.6547, 625.525
0.226, 0.999092, 6.93202e-310, 0.997769, 10.0773, 23.0805, 628.912
0.227, 0.999094, 6.93202e-310, 0.997806, 9.80491, 24.0461, 628.88
0.228, 0.999096, 6.93202e-310, 0.997842, 11.2416, 24.1386, 631.385
0.229, 0.999099, 6.93202e-310, 0.997879, 11.8248, 22.5232, 633.018
0.23, 0.999102, 6.93202e-310, 0.997915, 11.5603, 24.2947, 634.631
0.231, 0.999106, 6.93202e-310, 0.99795, 12.1419, 22.6479, 635.364
0.232, 0.99911, 6.93202e-310, 0.997986, 13.5722, 23.5512, 637.769
0.233, 0.999114, 6.93202e-310, 0.998021, 13.2941, 22.737, 640.142
0.234, 0.999119, 6.93202e-310, 0.998055, 13.8684, 22.7624, 640.779
0.235, 0.999124, 6.93202e-310, 0.998089, 15.2846, 22.7841, 643.075
0.236, 0.999129, 6.93202e-310, 0.998123, 14.1413, 22.8041, 644.481
0.237, 0.999135, 6.93202e-310, 0.998156, 16.3896, 22.8046, 647.539
0.238, 0.999142, 6.93202e-310, 0.998189, 16.0842, 21.9658, 648.85
0.239, 0.999148, 6.93202e-310, 0.998222, 17.463, 22.8123, 650.107
0.24, 0.999155, 6.93202e-310, 0.998254, 16.2838, 21.9634, 653.008
0.241, 0.999163, 6.93202e-310, 0.998285, 18.4914, 21.9603, 655.001
0.242, 0.999171, 6.93202e-310, 0.998317, 18.1372, 21.9559, 656.082
0.243, 0.999179, 6.93202e-310, 0.998348, 19.4678, 21.9534, 659.645
0.244, 0.999187, 6.93202e-310, 0.998378, 19.0777, 21.957, 660.588
0.245, 0.999196, 6.93202e-310, 0.998408, 20.3836, 21.9583, 664.008
0.246, 0.999206, 6.93202e-310, 0.998438, 19.9614, 21.9628, 664.799
0.247, 0.999215, 6.93202e-310, 0.998467, 21.2275, 21.111, 668.058
0.248, 0.999225, 6.93202e-310, 0.998496, 20.7772, 21.9582, 669.532
0.249, 0.999236, 6.93202e-310, 0.998524, 22.8555, 21.118, 671.768
0.25, 0.999246, 6.93202e-310, 0.998552, 22.36, 21.9807, 674.759
0.251, 0.999257, 6.93202e-310, 0.99858, 23.5541, 21.1555, 677.655
0.252, 0.999268, 6.93202e-310, 0.998607, 23.0148, 22.0443, 677.898
0.253, 0.99928, 6.93202e-310, 0.998634, 24.1652, 22.0874, 682.29
0.254, 0.999292, 6.93202e-310, 0.99866, 24.4394, 21.3001, 684.022
0.255, 0.999304, 6.93202e-310, 0.998686, 25.5477, 21.3675, 685.643
0.256, 0.999316, 6.93202e-310, 0.998712, 25.7779, 22.3102, 689.703
0.257, 0.999329, 6.93202e-310, 0.998737, 25.1422, 20.7119, 690.242
0.258, 0.999342, 6.93202e-310, 0.998761, 27.0421, 23.3799, 694.916
0.259, 0.999355, 6.93202e-310, 0.998785, 27.2133, 20.9691, 695.214
0.26, 0.999368, 6.93202e-310, 0.998809, 27.3738, 22.8238, 699.64
0.261, 0.999382, 6.93202e-310, 0.998833, 27.5126, 21.2949, 700.537
0.262, 0.999395, 6.93202e-310, 0.998856, 29.3342, 23.1937, 704.707
0.263, 0.999409, 6.93202e-310, 0.998878, 28.5879, 22.551, 706.194
0.264, 0.999423, 6.93202e-310, 0.9989, 29.5307, 21.9424, 708.4
0.265, 0.999437, 6.93202e-310, 0.998922, 29.6018, 23.048, 712.173
0.266, 0.999451, 6.93202e-310, 0.998943, 30.5126, 23.3232, 714.109
0.267, 0.999466, 6.93202e-310, 0.998964, 31.4051, 22.7713, 716.763
0.268, 0.99948, 6.93202e-310, 0.998985, 30.5904, 23.9442, 719.276
0.269, 0.999495, 6.93202e-310, 0.999005, 32.3136, 23.4205, 722.505
0.27, 0.999509, 6.93202e-310, 0.999025, 31.4684, 23.7756, 724.744
0.271, 0.999524, 6.93202e-310, 0.999044, 33.1723, 24.1476, 726.844
0.272, 0.999538, 6.93202e-310, 0.999063, 33.157, 24.548, 730.508
0.273, 0.999553, 6.93202e-310, 0.999081, 33.9853, 25.8235, 732.333
0.274, 0.999567, 6.93202e-310, 0.9991, 33.9546, 24.566, 735.719
0.275, 0.999582, 6.93202e-310, 0.999117, 33.9079, 25.8913, 738.116
0.276, 0.999596, 6.93202e-310, 0.999135, 35.5673, 25.537, 740.376
0.277, 0.99961, 6.93202e-310, 0.999152, 34.6585, 26.0552, 743.347
0.278, 0.999625, 6.93202e-310, 0.999168, 36.2962, 27.4489, 746.182
0.279, 0.999639, 6.93202e-310, 0.999185, 36.2337, 27.1744, 748.03
0.28, 0.999653, 6.93202e-310, 0.999201, 37.0154, 27.7551, 752.294
0.281, 0.999667, 6.93202e-310, 0.999216, 36.9427, 27.5271, 753.87
0.282, 0.99968, 6.93202e-310, 0.999231, 37.7193, 28.166, 756.167
0.283, 0.999694, 6.93202e-310, 0.999246, 38.4981, 29.6724, 760.033
0.284, 0.999707, 6.93202e-310, 0.999261, 37.5758, 29.5115, 761.219
0.285, 0.999721, 6.93202e-310, 0.999275, 40.0581, 30.2148, 765.679
0.286, 0.999734, 6.93202e-310, 0.999289, 38.2927, 29.2407, 766.614
0.287, 0.999746, 6.93202e-310, 0.999302, 40.7823, 31.6964, 770.831
0.288, 0.999759, 6.93202e-310, 0.999315, 39.8741, 31.6124, 771.527
0.289, 0.999771, 6.93202e-310, 0.999328, 40.6835, 32.4016, 776.364
0.29, 0.999783, 6.93202e-310, 0.99934, 40.6426, 32.344, 777.685
0.291, 0.999795, 6.93202e-310, 0.999353, 42.3138, 33.1589, 780.601
0.292, 0.999806, 6.93202e-310, 0.999364, 41.4468, 33.1408, 782.562
0.293, 0.999818, 6.93202e-310, 0.999376, 43.1446, 34.8372, 786.982
0.294, 0.999828, 6.93202e-310, 0.999387, 42.2946, 35.704, 787.901
0.295, 0.999839, 6.93202e-310, 0.999398, 44.0157, 34.8927, 791.286
0.296, 0.999849, 6.93202e-310, 0.999409, 43.197, 37.5002, 793.734
0.297, 0.999859, 6.93202e-310, 0.999419, 44.9424, 35.8677, 796.104
0.298, 0.999869, 6.93202e-310, 0.999429, 43.296, 37.6623, 798.404
0.299, 0.999878, 6.93202e-310, 0.999439, 45.926, 38.6196, 801.483
0.3, 0.999887, 6.93202e-310, 0.999449, 46.0089, 38.7418, 804.498
0.301, 0.999896, 6.93202e-310, 0.999458, 45.2653, 39.7321, 806.608
0.302, 0.999904, 6.93202e-310, 0.999467, 47.0795, 39.8859, 808.664
0.303, 0.999912, 6.93202e-310, 0.999476, 46.3634, 41.7531, 811.528
0.304, 0.999919, 6.93202e-310, 0.999484, 47.3628, 40.2333, 814.347
0.305, 0.999926, 6.93202e-310, 0.999492, 47.5233, 42.9828, 817.137
0.306, 0.999933, 6.93202e-310, 0.9995, 48.5525, 42.3378, 818.191
0.307, 0.999939, 6.93202e-310, 0.999508, 47.8877, 43.4077, 821.779
0.308, 0.999946, 6.93202e-310, 0.999516, 49.8025, 44.4901, 824.495
0.309, 0.999951, 6.93202e-310, 0.999523, 50.0149, 43.8825, 825.5
0.31, 0.999957, 6.93202e-310, 0.99953, 49.3978, 45.8412, 829.902
0.311, 0.999962, 6.93202e-310, 0.999537, 50.4926, 46.1031, 830.901
0.312, 0.999966, 6.93202e-310, 0.999543, 50.7472, 46.3839, 833.607
0.313, 0.999971, 6.93202e-310, 0.99955, 51.8675, 47.52, 836.323
0.314, 0.999975, 6.93202e-310, 0.999556, 52.1449, 46.9712, 838.21
0.315, 0.999978, 6.93202e-310, 0.999562, 51.5781, 48.9864, 840.967
0.316, 0.999982, 6.93202e-310, 0.999568, 53.5792, 48.4639, 842.903
0.317, 0.999985, 6.93202e-310, 0.999573, 52.18, 49.656, 845.727
0.318, 0.999988, 6.93202e-310, 0.999579, 55.0472, 50.0082, 847.738
0.319, 0.99999, 6.93202e-310, 0.999584, 53.659, 51.2327, 850.646
0.32, 0.999992, 6.93202e-310, 0.999589, 53.9888, 49.9166, 851.906
0.321, 0.999994, 6.93202e-310, 0.999594, 56.0169, 52.8666, 854.07
0.322, 0.999996, 6.93202e-310, 0.999599, 55.499, 51.5902, 858.001
0.323, 0.999997, 6.93202e-310, 0.999603, 56.6876, 52.8776, 858.596
0.324, 0.999998, 6.93202e-310, 0.999608, 56.1768, 53.3272, 860.964
0.325, 0.999999, 6.93202e-310, 0.999612, 57.3699, 53.8097, 863.411
0.326, 0.999999, 6.93202e-310, 0.999616, 57.7162, 54.2963, 866.789
0.327, 1, 6.93202e-310, 0.99962, 58.0648, 54.8115, 866.854
0.328, 1, 6.93202e-310, 0.999624, 58.411, 54.4965, 869.56
0.329, 1, 6.93202e-310, 0.999628, 59.6165, 55.894, 873.215
0.33, 1, 6.93202e-310, 0.999631, 59.1154, 55.6239, 873.567
0.331, 0.999999, 6.93202e-310, 0.999635, 61.1755, 56.213, 875.723
0.332, 0.999999, 6.93202e-310, 0.999638, 59.823, 56.8297, 878.839
0.333, 0.999998, 6.93202e-310, 0.999641, 61.8835, 57.4669, 880.367
0.334, 0.999997, 6.93202e-310, 0.999644, 61.3925, 57.2733, 882.007
0.335, 0.999996, 6.93202e-310, 0.999647, 62.5916, 57.957, 884.621
